y_true,mu_pred,sigma2,sigma
0.02205745,0.0034974578,8.040142e-06,0.0028355145
0.015253352,0.0036087793,6.084806e-06,0.0024667399
-0.011956318,0.004651384,1.1033731e-05,0.003321706
0.0030927423,0.004414323,1.42963845e-05,0.003781056
0.00094081816,0.004370222,1.1461345e-05,0.0033854607
-0.020099344,0.005196165,1.1800418e-05,0.0034351738
-0.009288701,0.0038347698,8.535716e-06,0.0029215948
-0.0032637992,0.0044064526,1.6591202e-05,0.00407323
0.01872111,0.003607143,1.2459155e-05,0.0035297528
-0.012339467,0.0042406432,2.4158018e-05,0.0049150805
-0.020428091,0.004134862,1.17079435e-05,0.0034216873
-0.011448031,0.004680768,1.8112401e-05,0.0042558666
0.0073506497,0.0054939156,2.3609795e-05,0.004858991
-0.005359191,0.004839022,1.7657036e-05,0.0042020273
-0.0027276836,0.00419045,2.0571219e-05,0.0045355507
-0.0006154228,0.0029116515,1.9985657e-05,0.004470532
-0.015435121,0.0046712533,1.6177428e-05,0.0040221172
-0.022978483,0.0039679254,1.6233897e-05,0.004029131
0.014253677,0.004275048,1.5603273e-05,0.003950098
-0.00899443,0.004133289,1.5256508e-05,0.003905958
-0.015744071,0.0031322902,1.4633428e-05,0.0038253663
0.026638402,0.0030410516,1.875925e-05,0.0043311953
-0.0016418983,0.0043154065,2.5300847e-05,0.005029995
0.00800248,0.003993061,1.0833068e-05,0.0032913627
0.0053876387,0.0041432073,1.0842308e-05,0.003292766
0.030953605,0.0038080297,1.0861652e-05,0.0032957022
-0.008111868,0.0048570987,1.0857208e-05,0.0032950277
0.0016294251,0.0046887803,2.2078988e-05,0.0046988283
0.0,0.004113164,1.2311275e-05,0.0035087427
-0.0031139865,0.004849687,1.7752345e-05,0.004213353
0.012307132,0.004497745,1.3531413e-05,0.003678507
0.008070196,0.00481845,1.2580337e-05,0.003546877
-0.013315702,0.004095408,1.0662115e-05,0.0032652894
0.005145277,0.0045119803,1.8393144e-05,0.0042887228
0.009336015,0.0038647351,8.943574e-06,0.0029905809
-0.013528815,0.0031917756,1.708211e-05,0.004133051
-0.012480876,0.004861269,1.3932669e-05,0.0037326491
-0.019892538,0.0040187137,1.4233142e-05,0.0037726837
0.0060705445,0.0043385937,1.8503684e-05,0.004301591
-0.0011566593,0.0040310016,1.4176709e-05,0.003765197
-0.0059355204,0.00355187,6.7548895e-06,0.002599017
0.012453196,0.0035965524,9.765914e-06,0.0031250461
0.0028469174,0.0037821468,1.4860777e-05,0.003854968
0.016207524,0.0049098204,1.8510875e-05,0.0043024267
0.0069275717,0.0040472304,1.7215396e-05,0.004149144
-0.0051865927,0.0032455944,8.147496e-06,0.002854382
-0.0032002733,0.0040064226,1.4289835e-05,0.00378019
-0.002832793,0.0037203336,9.120502e-06,0.003020017
0.00528205,0.0040528933,1.5660318e-05,0.003957312
0.0028178904,0.0050930344,2.238265e-05,0.0047310307
-0.0042848787,0.0034909549,9.213095e-06,0.003035308
0.019786958,0.0050752778,2.8021994e-05,0.0052935802
0.0006294964,0.004097885,1.619356e-05,0.0040241224
-0.007824861,0.0049032997,1.1251297e-05,0.0033542954
-0.010776528,0.0036252472,9.369713e-06,0.0030609986
0.008109211,0.0040620575,7.334897e-06,0.0027083014
0.01640803,0.0039742584,7.4110453e-06,0.0027223234
0.004360682,0.0048036864,1.2468089e-05,0.003531018
-0.0039674984,0.003559233,9.405958e-06,0.0030669135
0.0035491844,0.0032799083,4.442982e-06,0.0021078382
0.006884002,0.0040079136,9.328561e-06,0.0030542694
0.012737571,0.0036685562,6.0261295e-06,0.0024548175
-0.009427786,0.0038845756,7.4945065e-06,0.0027376097
-0.00547811,0.0046232836,1.3858987e-05,0.003722766
0.0042701876,0.0036060193,1.3492787e-05,0.0036732529
0.0005997955,0.0039560585,1.2518263e-05,0.0035381159
-0.0027193574,0.0041729696,1.5483336e-05,0.0039348872
