y_true,mu_pred,sigma2,sigma
-0.0018316682,0.0047008144,1.1457747e-05,0.0033849294
0.0043922407,0.003491489,6.049689e-06,0.0024596115
-0.00403802,0.004549525,1.9306743e-05,0.004393944
-0.012786815,0.0044898745,1.2541661e-05,0.0035414207
0.0061954954,0.0039643156,1.01523065e-05,0.0031862685
0.0036740862,0.004468012,1.5877178e-05,0.0039846175
0.020818101,0.0047887275,1.3449442e-05,0.003667348
0.017551837,0.0035912828,9.574502e-06,0.0030942692
0.027128235,0.0048922244,1.786985e-05,0.0042272746
0.0004157555,0.0035795805,9.385702e-06,0.0030636091
0.004909467,0.0039683906,1.8029432e-05,0.004246108
0.00930469,0.0036844187,2.1360152e-05,0.0046217046
0.0043997653,0.004584743,2.0881627e-05,0.004569642
0.010616795,0.0041857422,2.2010243e-05,0.0046915077
-0.001268342,0.003589618,2.4934252e-05,0.004993421
0.0069925124,0.0046106083,1.0833554e-05,0.0032914365
0.01685995,0.004424555,2.6672145e-05,0.0051645082
0.006247985,0.0033637783,2.7811451e-05,0.0052736565
0.0045315954,0.0042566853,1.3301633e-05,0.0036471405
-0.0060781585,0.004279757,8.609732e-06,0.0029342344
0.009640517,0.004137934,1.2221849e-05,0.003495976
0.010927141,0.0045294277,1.908396e-05,0.0043685194
0.014107961,0.004078691,3.400935e-05,0.005831754
-0.005349199,0.0055316174,1.3665325e-05,0.003696664
0.022660384,0.005032828,1.8589151e-05,0.0043115136
0.03111283,0.005499968,2.1884764e-05,0.0046781152
0.00052044465,0.0049109827,1.6915345e-05,0.0041128267
-0.015827376,0.004765743,1.1671255e-05,0.003416322
0.018497547,0.0034215644,1.5929618e-05,0.0039911927
0.0011452932,0.004234061,1.4393241e-05,0.0037938426
-0.021987587,0.003330157,1.9823094e-05,0.0044523133
-0.004949983,0.004398844,1.9616387e-05,0.004429039
0.023129376,0.004525886,1.8138171e-05,0.004258893
-0.0029961877,0.003838174,1.4878362e-05,0.003857248
-0.0006670482,0.004117696,1.1400433e-05,0.0033764527
0.028083652,0.00409023,1.5954625e-05,0.0039943242
1.4117549e-05,0.0037942303,1.4407033e-05,0.0037956596
0.011122107,0.004036032,1.5501442e-05,0.003937187
-0.007841365,0.004206684,1.1303782e-05,0.00336211
0.0022887893,0.004911956,2.1987991e-05,0.0046891356
-0.032478523,0.004643269,1.905531e-05,0.004365239
0.009366137,0.0040234,9.563552e-06,0.0030924994
0.009115758,0.004295261,9.815413e-06,0.003132956
-0.0007754836,0.004634725,1.3045934e-05,0.0036119155
-0.017293565,0.004577638,1.1468929e-05,0.0033865809
0.0049551255,0.0049389373,1.2424162e-05,0.0035247926
-0.011646635,0.0059299446,2.210135e-05,0.0047012074
-0.027447531,0.0053425278,1.6682572e-05,0.0040844306
-0.03143357,0.0040570353,1.0800132e-05,0.0032863554
0.000757426,0.004400857,1.0743218e-05,0.0032776848
0.0104297055,0.004335044,1.5603793e-05,0.0039501637
-0.022117777,0.005672368,1.6121177e-05,0.004015119
-0.007123036,0.0036843868,1.2706371e-05,0.0035645997
0.036614776,0.004476849,1.8027515e-05,0.004245882
0.001872923,0.0055861967,2.0550899e-05,0.00453331
0.0064711845,0.00436088,1.53402e-05,0.0039166566
-0.014648218,0.004660131,1.5744474e-05,0.0039679306
-0.0104570845,0.0049030627,1.3707256e-05,0.003702331
0.019936202,0.004158004,2.5503978e-05,0.0050501465
-0.0077850367,0.0034167923,1.0392924e-05,0.003223806
-0.0051523205,0.0039043636,1.3407677e-05,0.0036616495
0.0,0.004830195,1.3723962e-05,0.0037045865
0.009192959,0.004528662,1.3298703e-05,0.0036467388
-0.018239172,0.0042213816,2.147162e-05,0.004633748
0.002602926,0.004880108,2.0313712e-05,0.0045070737
-0.018435054,0.003556522,1.2896007e-05,0.0035911012
-0.002273281,0.0038795304,1.3912395e-05,0.0037299322
-0.0056703757,0.005168193,1.5342122e-05,0.003916902
0.012951908,0.0045352033,1.6475335e-05,0.004058982
0.01141922,0.00426753,8.463405e-06,0.002909193
0.00875739,0.004190827,9.954314e-06,0.003155046
-0.008873335,0.004391521,3.395749e-05,0.005827306
0.013505633,0.003685415,9.882106e-06,0.0031435816
-0.014650406,0.004555234,1.5232876e-05,0.0039029317
0.04651159,0.00429827,1.1481661e-05,0.00338846
0.011180703,0.0037565413,9.722766e-06,0.003118135
0.027722308,0.0049055913,1.9499044e-05,0.0044157724
-0.0010877039,0.0046070204,2.5032303e-05,0.0050032292
0.010169701,0.0044764266,1.6051552e-05,0.004006439
0.003528445,0.0027916972,2.3126217e-05,0.0048089726
-0.003605942,0.005060261,1.227366e-05,0.0035033785
0.026873047,0.004661183,1.0025165e-05,0.003166254
-0.0070856903,0.0062320675,1.5985743e-05,0.0039982176
-0.007588315,0.005647083,1.3854913e-05,0.0037222188
-0.0027794612,0.005295209,1.8966719e-05,0.0043550795
0.0,0.0044112657,1.4301848e-05,0.0037817785
