Date,log_return,rolling_vol,kmeans_regime,regime_name,hmm_state,hmm_regime,p_sideways,p_bull,p_bear
2019-11-12,0.008246652928533608,0.012176267193904175,1,Sideways,1,Bull,0.2123494231755931,0.7872602750388084,0.00039030178556521354
2019-11-13,0.00819725120875344,0.011582174460918682,1,Sideways,0,Sideways,0.7871353122598871,0.21282079713801122,4.389060104533992e-05
2019-11-14,-0.010043654784583139,0.012059642229327953,0,Bear,1,Bull,0.20084677359351377,0.7990905960068936,6.26304003528371e-05
2019-11-15,0.015290895084025579,0.009835279703652774,1,Sideways,0,Sideways,0.7987982930273532,0.20117714588610072,2.45610861266447e-05
2019-11-18,0.013820509055830113,0.009466492609082458,1,Sideways,1,Bull,0.1861911080099584,0.8137726774727609,3.621451573400093e-05
2019-11-19,0.006367245630635045,0.009471142418711095,1,Sideways,0,Sideways,0.8137234670658914,0.18626294582817662,1.3587105860858517e-05
2019-11-20,-0.006939340840319033,0.009161971375061183,1,Sideways,1,Bull,0.17381010040468223,0.8261632151078159,2.6684486742174873e-05
2019-11-21,0.00018825842439168785,0.009173166465221629,1,Sideways,0,Sideways,0.8263294384946679,0.17365880367899514,1.1757825176329276e-05
2019-11-22,-0.002031908051433105,0.009193353507543531,1,Sideways,1,Bull,0.1614083724886627,0.83856843095193,2.3196559425476005e-05
2019-11-25,-0.011378237402431818,0.009638244505122892,0,Bear,0,Sideways,0.8388321376393462,0.1611480790007134,1.9783360214806673e-05
2019-11-26,0.005683187403374046,0.009638160124499149,1,Sideways,1,Bull,0.14745140911374827,0.8525223328306378,2.6258057242747975e-05
2019-11-27,-0.0013114887482420937,0.009081422261617515,1,Sideways,0,Sideways,0.8530180617352555,0.14697015942009575,1.1778843102775651e-05
2019-11-28,0.012039276375096603,0.009166438846386647,1,Sideways,1,Bull,0.13397833746695223,0.8659946280292619,2.7034505039456232e-05
2019-11-29,-0.002079023697041758,0.00922692598985747,1,Sideways,0,Sideways,0.8660656510344733,0.13392184302811694,1.2505936443349588e-05
2019-12-02,0.01024253537101854,0.008894235553216749,1,Sideways,1,Bull,0.12328845996445902,0.8766904652353232,2.1074799571030877e-05
2019-12-03,-0.011307560736619185,0.009511435967564845,0,Bear,0,Sideways,0.8764705725321494,0.12350933751534278,2.0089953979077334e-05
2019-12-04,0.008498132017711832,0.009566687166770211,1,Sideways,1,Bull,0.11337222177690662,0.8866069905699455,2.078765139758481e-05
2019-12-05,0.008852955120063085,0.00842327600338065,1,Sideways,0,Sideways,0.8864806467062359,0.1135062578165978,1.3095478561456882e-05
2019-12-06,0.001931783479667948,0.00829801902027732,1,Sideways,1,Bull,0.10313107002742605,0.8968522588071535,1.6671167139959493e-05
2019-12-09,-0.0007627500198740292,0.00830676419315984,1,Sideways,0,Sideways,0.8971013802008253,0.102887885823842,1.0733974228607018e-05
2019-12-10,-0.007145877823483634,0.00847476558437296,1,Sideways,1,Bull,0.09255582760740669,0.9074243207332306,1.985166035502051e-05
2019-12-11,-0.0008316961256624805,0.008361702710136395,1,Sideways,0,Sideways,0.9077339425793968,0.09225470365507611,1.1353766334700544e-05
2019-12-12,0.020116517797997217,0.00888240515513056,1,Sideways,1,Bull,0.08207074200375526,0.9178973932805008,3.186471602318593e-05
2019-12-13,0.0032812183316721388,0.008397800567639663,1,Sideways,0,Sideways,0.9172568140130468,0.08273121477332394,1.1971212021640365e-05
2019-12-16,0.005856502754954911,0.008005510911092726,1,Sideways,1,Bull,0.07648570034127541,0.9235036796022629,1.0620057143171412e-05
2019-12-17,-0.00046620065392784894,0.007953322309044364,1,Sideways,0,Sideways,0.9228932071271512,0.07709593877508325,1.0854098608699488e-05
2019-12-18,-0.004502759414819245,0.007833032481993707,1,Sideways,1,Bull,0.07114670779956808,0.9288427820652763,1.0510135460855787e-05
2019-12-19,0.0002234182269335099,0.007832668966954474,1,Sideways,0,Sideways,0.9283522888198132,0.07163711868642332,1.0592493436630463e-05
2019-12-20,0.005207023507041232,0.007816170878828228,1,Sideways,1,Bull,0.06555832623143894,0.934431642707346,1.0031060096713777e-05
